1822971466,场景4, 1010, 1643, -1, -1, 84, 10, 1, 0
1354003114,机位1镜像, 730, 1770, -1, -1, 84, 10, 1, 0
825658265,机位1翻转, 785, 1770, -1, -1, 84, 10, 1, 0
388357135,机位2镜像, 730, 1820, -1, -1, 84, 10, 1, 0
957465255,机位2翻转, 785, 1820, -1, -1, 84, 10, 1, 0
1254344205,免扣区, 713, 1860, -1, -1, 84, 10, 1, 0
85,贴水印, 843, 1515, -1, -1, 8, 10, 1, 0
851,水印1, 786, 1614, -1, -1, 85, 10, 1, 0
1336735375,保存1, 526, 1406, -1, -1, 851, 10, 1, 1
852,水印2, 899, 1615, -1, -1, 85, 10, 1, 0
1984990929,保存2, 526, 1406, -1, -1, 852, 10, 1, 1
853,水印3, 1012, 1616, -1, -1, 85, 10, 1, 0
1105423942,保存3, 526, 1406, -1, -1, 853, 10, 1, 1
854,水印4, 673, 1614, -1, -1, 85, 10, 1, 0
365181913,保存4, 526, 1406, -1, -1, 854, 10, 1, 1
855,水印5, 786, 1615, -1, -1, 85, 10, 1, 0
1031061344,保存5, 526, 1406, -1, -1, 855, 10, 1, 1
856,水印6, 899, 1616, -1, -1, 85, 10, 1, 0
1327536153,保存6, 526, 1406, -1, -1, 856, 10, 1, 1
857,水印7, 1012, 1614, -1, -1, 85, 10, 1, 0
367746789,保存7, 526, 1406, -1, -1, 857, 10, 1, 1
86,控声音, 933, 1518, -1, -1, 8, 10, 1, 0
558216562,音乐控制上一曲, 767, 1586, -1, -1, 86, 10, 1, 0
961712517,音乐控制播放, 888, 1587, -1, -1, 86, 10, 1, 0
1928931046,音乐控制下一曲, 1011, 1587, -1, -1, 86, 10, 1, 0
1034568234,连麦模式, 764, 1650, -1, -1, 86, 10, 1, 0
835227336,内置麦克风, 796, 1747, -1, -1, 86, 10, 1, 0
482082765,3.5mm耳机孔, 916, 1749, -1, -1, 86, 10, 1, 0
667821226,输入音量=, 784, 1817, 980, 1817, 86, 10, 20, 0
1209702763,输入静音, 1024, 1814, -1, -1, 86, 10, 1, 0
1028780142,媒体音量=, 784, 1852, 980, 1852, 86, 10, 15, 0
2128029086,媒体静音, 1024, 1852, -1, -1, 86, 10, 1, 0
686466458,通话音量=, 784, 1890, 980, 1890, 86, 10, 5, 0
87,直播助手, 1026, 1514, -1, -1, 8, 10, 1, 0
